year,month,department,buildingName,energyUsage,energyType
2015,December,Department of Military and Veteran Affairs,3650th Readiness Center State Land,2,natural gas
2016,January,Department of Military and Veteran Affairs,3650th Readiness Center State Land,73,natural gas
2016,February,Department of Military and Veteran Affairs,3650th Readiness Center State Land,1,natural gas
2016,March,Department of Military and Veteran Affairs,3650th Readiness Center State Land,38,natural gas
2016,April,Department of Military and Veteran Affairs,3650th Readiness Center State Land,28,natural gas
2016,May,Department of Military and Veteran Affairs,3650th Readiness Center State Land,12,natural gas
2016,June,Department of Military and Veteran Affairs,3650th Readiness Center State Land,1,natural gas
2015,July,Department of Military and Veteran Affairs,AASF New,30,natural gas
2015,August,Department of Military and Veteran Affairs,AASF New,1,natural gas
2015,September,Department of Military and Veteran Affairs,AASF New,43,natural gas
2015,October,Department of Military and Veteran Affairs,AASF New,94,natural gas
2015,November,Department of Military and Veteran Affairs,AASF New,376,natural gas
2015,December,Department of Military and Veteran Affairs,AASF New,714,natural gas
2016,January,Department of Military and Veteran Affairs,AASF New,645,natural gas
2016,February,Department of Military and Veteran Affairs,AASF New,462,natural gas
2016,March,Department of Military and Veteran Affairs,AASF New,404,natural gas
2016,April,Department of Military and Veteran Affairs,AASF New,507,natural gas
2016,May,Department of Military and Veteran Affairs,AASF New,310,natural gas
2016,June,Department of Military and Veteran Affairs,AASF New,175,natural gas
2015,July,Department of Military and Veteran Affairs,Alamosa Readiness Center,6,natural gas
2015,August,Department of Military and Veteran Affairs,Alamosa Readiness Center,5,natural gas
2015,September,Department of Military and Veteran Affairs,Alamosa Readiness Center,15,natural gas
2015,October,Department of Military and Veteran Affairs,Alamosa Readiness Center,25,natural gas
2015,November,Department of Military and Veteran Affairs,Alamosa Readiness Center,138,natural gas
2015,December,Department of Military and Veteran Affairs,Alamosa Readiness Center,201,natural gas
2016,January,Department of Military and Veteran Affairs,Alamosa Readiness Center,195,natural gas
2016,February,Department of Military and Veteran Affairs,Alamosa Readiness Center,128,natural gas
2016,March,Department of Military and Veteran Affairs,Alamosa Readiness Center,129,natural gas
2016,April,Department of Military and Veteran Affairs,Alamosa Readiness Center,45,natural gas
2016,May,Department of Military and Veteran Affairs,Alamosa Readiness Center,39,natural gas
2016,June,Department of Military and Veteran Affairs,Alamosa Readiness Center,7,natural gas
2015,July,Department of Military and Veteran Affairs,Aurora FMS #9,5,natural gas
2015,August,Department of Military and Veteran Affairs,Aurora FMS #9,4,natural gas
2015,September,Department of Military and Veteran Affairs,Aurora FMS #9,6,natural gas
2015,October,Department of Military and Veteran Affairs,Aurora FMS #9,7,natural gas
2015,November,Department of Military and Veteran Affairs,Aurora FMS #9,19,natural gas
2015,December,Department of Military and Veteran Affairs,Aurora FMS #9,68,natural gas
2016,January,Department of Military and Veteran Affairs,Aurora FMS #9,101,natural gas
2016,February,Department of Military and Veteran Affairs,Aurora FMS #9,62,natural gas
2016,March,Department of Military and Veteran Affairs,Aurora FMS #9,41,natural gas
2016,April,Department of Military and Veteran Affairs,Aurora FMS #9,40,natural gas
2016,May,Department of Military and Veteran Affairs,Aurora FMS #9,31,natural gas
2016,June,Department of Military and Veteran Affairs,Aurora FMS #9,6,natural gas
2015,July,Department of Military and Veteran Affairs,Aurora Readiness Center,21,natural gas
2015,August,Department of Military and Veteran Affairs,Aurora Readiness Center,33,natural gas
2015,September,Department of Military and Veteran Affairs,Aurora Readiness Center,36,natural gas
2015,October,Department of Military and Veteran Affairs,Aurora Readiness Center,101,natural gas
2015,November,Department of Military and Veteran Affairs,Aurora Readiness Center,367,natural gas
2015,December,Department of Military and Veteran Affairs,Aurora Readiness Center,544,natural gas
2016,January,Department of Military and Veteran Affairs,Aurora Readiness Center,337,natural gas
2016,February,Department of Military and Veteran Affairs,Aurora Readiness Center,220,natural gas
2016,March,Department of Military and Veteran Affairs,Aurora Readiness Center,216,natural gas
2016,January,Department of Military and Veteran Affairs,CTS,459,natural gas
2016,April,Department of Military and Veteran Affairs,Aurora Readiness Center,168,natural gas
2016,May,Department of Military and Veteran Affairs,Aurora Readiness Center,33,natural gas
2016,June,Department of Military and Veteran Affairs,Aurora Readiness Center,0,natural gas
2015,July,Department of Military and Veteran Affairs,Aviation Readiness Center,0,natural gas
2015,August,Department of Military and Veteran Affairs,Aviation Readiness Center,1,natural gas
2015,September,Department of Military and Veteran Affairs,Aviation Readiness Center,18,natural gas
2015,October,Department of Military and Veteran Affairs,Aviation Readiness Center,50,natural gas
2015,November,Department of Military and Veteran Affairs,Aviation Readiness Center,105,natural gas
2015,December,Department of Military and Veteran Affairs,Aviation Readiness Center,230,natural gas
2016,January,Department of Military and Veteran Affairs,Aviation Readiness Center,216,natural gas
2016,February,Department of Military and Veteran Affairs,Aviation Readiness Center,151,natural gas
2016,March,Department of Military and Veteran Affairs,Aviation Readiness Center,122,natural gas
2016,April,Department of Military and Veteran Affairs,Aviation Readiness Center,101,natural gas
2016,May,Department of Military and Veteran Affairs,Aviation Readiness Center,36,natural gas
2016,June,Department of Military and Veteran Affairs,Aviation Readiness Center,5,natural gas
2015,July,Department of Military and Veteran Affairs,Centennial JFHQ 2 Story (100F),6,natural gas
2015,August,Department of Military and Veteran Affairs,Centennial JFHQ 2 Story (100F),5,natural gas
2015,September,Department of Military and Veteran Affairs,Centennial JFHQ 2 Story (100F),6,natural gas
2015,October,Department of Military and Veteran Affairs,Centennial JFHQ 2 Story (100F),9,natural gas
2015,November,Department of Military and Veteran Affairs,Centennial JFHQ 2 Story (100F),21,natural gas
2015,December,Department of Military and Veteran Affairs,Centennial JFHQ 2 Story (100F),33,natural gas
2016,January,Department of Military and Veteran Affairs,Centennial JFHQ 2 Story (100F),36,natural gas
2016,February,Department of Military and Veteran Affairs,Centennial JFHQ 2 Story (100F),26,natural gas
2016,March,Department of Military and Veteran Affairs,Centennial JFHQ 2 Story (100F),20,natural gas
2016,April,Department of Military and Veteran Affairs,Centennial JFHQ 2 Story (100F),18,natural gas
2016,May,Department of Military and Veteran Affairs,Centennial JFHQ 2 Story (100F),14,natural gas
2016,June,Department of Military and Veteran Affairs,Centennial JFHQ 2 Story (100F),5,natural gas
2015,July,Department of Military and Veteran Affairs,Centennial JFHQ 2 Story (100S),0,natural gas
2015,August,Department of Military and Veteran Affairs,Centennial JFHQ 2 Story (100S),0,natural gas
2015,September,Department of Military and Veteran Affairs,Centennial JFHQ 2 Story (100S),0,natural gas
2015,October,Department of Military and Veteran Affairs,Centennial JFHQ 2 Story (100S),0,natural gas
2015,November,Department of Military and Veteran Affairs,Centennial JFHQ 2 Story (100S),0,natural gas
2015,December,Department of Military and Veteran Affairs,Centennial JFHQ 2 Story (100S),0,natural gas
2016,January,Department of Military and Veteran Affairs,Centennial JFHQ 2 Story (100S),0,natural gas
2016,February,Department of Military and Veteran Affairs,Centennial JFHQ 2 Story (100S),0,natural gas
2016,March,Department of Military and Veteran Affairs,Centennial JFHQ 2 Story (100S),0,natural gas
2016,April,Department of Military and Veteran Affairs,Centennial JFHQ 2 Story (100S),0,natural gas
2016,May,Department of Military and Veteran Affairs,Centennial JFHQ 2 Story (100S),0,natural gas
2016,June,Department of Military and Veteran Affairs,Centennial JFHQ 2 Story (100S),4,natural gas
2015,July,Department of Military and Veteran Affairs,Centennial JFHQ 2 Story (75/25),0,natural gas
2015,August,Department of Military and Veteran Affairs,Centennial JFHQ 2 Story (75/25),0,natural gas
2015,September,Department of Military and Veteran Affairs,Centennial JFHQ 2 Story (75/25),0,natural gas
2015,October,Department of Military and Veteran Affairs,Centennial JFHQ 2 Story (75/25),0,natural gas
2015,November,Department of Military and Veteran Affairs,Centennial JFHQ 2 Story (75/25),0,natural gas
2015,December,Department of Military and Veteran Affairs,Centennial JFHQ 2 Story (75/25),0,natural gas
2016,January,Department of Military and Veteran Affairs,Centennial JFHQ 2 Story (75/25),0,natural gas
2016,February,Department of Military and Veteran Affairs,Centennial JFHQ 2 Story (75/25),0,natural gas
2016,March,Department of Military and Veteran Affairs,Centennial JFHQ 2 Story (75/25),0,natural gas
2016,April,Department of Military and Veteran Affairs,Centennial JFHQ 2 Story (75/25),0,natural gas
2016,May,Department of Military and Veteran Affairs,Centennial JFHQ 2 Story (75/25),0,natural gas
2016,June,Department of Military and Veteran Affairs,Centennial JFHQ 2 Story (75/25),15,natural gas
2015,July,Department of Military and Veteran Affairs,Centennial JFHQ 3 Story (100F),3,natural gas
2015,August,Department of Military and Veteran Affairs,Centennial JFHQ 3 Story (100F),2,natural gas
2015,September,Department of Military and Veteran Affairs,Centennial JFHQ 3 Story (100F),1,natural gas
2015,October,Department of Military and Veteran Affairs,Centennial JFHQ 3 Story (100F),3,natural gas
2015,November,Department of Military and Veteran Affairs,Centennial JFHQ 3 Story (100F),8,natural gas
2015,December,Department of Military and Veteran Affairs,Centennial JFHQ 3 Story (100F),12,natural gas
2016,January,Department of Military and Veteran Affairs,Centennial JFHQ 3 Story (100F),15,natural gas
2016,February,Department of Military and Veteran Affairs,Centennial JFHQ 3 Story (100F),11,natural gas
2016,March,Department of Military and Veteran Affairs,Centennial JFHQ 3 Story (100F),10,natural gas
2016,April,Department of Military and Veteran Affairs,Centennial JFHQ 3 Story (100F),9,natural gas
2016,May,Department of Military and Veteran Affairs,Centennial JFHQ 3 Story (100F),7,natural gas
2016,June,Department of Military and Veteran Affairs,Centennial JFHQ 3 Story (100F),28,natural gas
2015,July,Department of Military and Veteran Affairs,Centennial JFHQ 3 Story (100S),0,natural gas
2015,August,Department of Military and Veteran Affairs,Centennial JFHQ 3 Story (100S),0,natural gas
2015,September,Department of Military and Veteran Affairs,Centennial JFHQ 3 Story (100S),0,natural gas
2015,October,Department of Military and Veteran Affairs,Centennial JFHQ 3 Story (100S),0,natural gas
2015,November,Department of Military and Veteran Affairs,Centennial JFHQ 3 Story (100S),0,natural gas
2015,December,Department of Military and Veteran Affairs,Centennial JFHQ 3 Story (100S),0,natural gas
2016,January,Department of Military and Veteran Affairs,Centennial JFHQ 3 Story (100S),0,natural gas
2016,February,Department of Military and Veteran Affairs,Centennial JFHQ 3 Story (100S),0,natural gas
2016,March,Department of Military and Veteran Affairs,Centennial JFHQ 3 Story (100S),0,natural gas
2016,April,Department of Military and Veteran Affairs,Centennial JFHQ 3 Story (100S),0,natural gas
2016,May,Department of Military and Veteran Affairs,Centennial JFHQ 3 Story (100S),0,natural gas
2016,June,Department of Military and Veteran Affairs,Centennial JFHQ 3 Story (100S),1,natural gas
2015,July,Department of Military and Veteran Affairs,Centennial JFHQ 3 Story (75/25),0,natural gas
2015,August,Department of Military and Veteran Affairs,Centennial JFHQ 3 Story (75/25),0,natural gas
2015,September,Department of Military and Veteran Affairs,Centennial JFHQ 3 Story (75/25),0,natural gas
2015,October,Department of Military and Veteran Affairs,Centennial JFHQ 3 Story (75/25),0,natural gas
2015,November,Department of Military and Veteran Affairs,Centennial JFHQ 3 Story (75/25),0,natural gas
2015,December,Department of Military and Veteran Affairs,Centennial JFHQ 3 Story (75/25),0,natural gas
2016,January,Department of Military and Veteran Affairs,Centennial JFHQ 3 Story (75/25),0,natural gas
2016,February,Department of Military and Veteran Affairs,Centennial JFHQ 3 Story (75/25),0,natural gas
2016,March,Department of Military and Veteran Affairs,Centennial JFHQ 3 Story (75/25),0,natural gas
2016,April,Department of Military and Veteran Affairs,Centennial JFHQ 3 Story (75/25),0,natural gas
2016,May,Department of Military and Veteran Affairs,Centennial JFHQ 3 Story (75/25),0,natural gas
2016,June,Department of Military and Veteran Affairs,Centennial JFHQ 3 Story (75/25),29,natural gas
2015,July,Department of Military and Veteran Affairs,Centennial JFHQ Readiness Center (75/25),0,natural gas
2015,August,Department of Military and Veteran Affairs,Centennial JFHQ Readiness Center (75/25),0,natural gas
2015,September,Department of Military and Veteran Affairs,Centennial JFHQ Readiness Center (75/25),0,natural gas
2015,October,Department of Military and Veteran Affairs,Centennial JFHQ Readiness Center (75/25),0,natural gas
2015,November,Department of Military and Veteran Affairs,Centennial JFHQ Readiness Center (75/25),0,natural gas
2015,December,Department of Military and Veteran Affairs,Centennial JFHQ Readiness Center (75/25),0,natural gas
2016,January,Department of Military and Veteran Affairs,Centennial JFHQ Readiness Center (75/25),0,natural gas
2016,February,Department of Military and Veteran Affairs,Centennial JFHQ Readiness Center (75/25),0,natural gas
2016,March,Department of Military and Veteran Affairs,Centennial JFHQ Readiness Center (75/25),0,natural gas
2016,April,Department of Military and Veteran Affairs,Centennial JFHQ Readiness Center (75/25),0,natural gas
2016,May,Department of Military and Veteran Affairs,Centennial JFHQ Readiness Center (75/25),0,natural gas
2016,June,Department of Military and Veteran Affairs,Centennial JFHQ Readiness Center (75/25),13,natural gas
2015,July,Department of Military and Veteran Affairs,CO Springs Readiness Center,7,natural gas
2015,August,Department of Military and Veteran Affairs,CO Springs Readiness Center,7,natural gas
2015,September,Department of Military and Veteran Affairs,CO Springs Readiness Center,8,natural gas
2015,October,Department of Military and Veteran Affairs,CO Springs Readiness Center,23,natural gas
2015,November,Department of Military and Veteran Affairs,CO Springs Readiness Center,2,natural gas
2015,December,Department of Military and Veteran Affairs,CO Springs Readiness Center,2,natural gas
2016,January,Department of Military and Veteran Affairs,CO Springs Readiness Center,3,natural gas
2016,February,Department of Military and Veteran Affairs,CO Springs Readiness Center,42,natural gas
2016,March,Department of Military and Veteran Affairs,CO Springs Readiness Center,35,natural gas
2016,April,Department of Military and Veteran Affairs,CO Springs Readiness Center,21,natural gas
2016,May,Department of Military and Veteran Affairs,CO Springs Readiness Center,11,natural gas
2016,June,Department of Military and Veteran Affairs,CO Springs Readiness Center,0,natural gas
2015,July,Department of Military and Veteran Affairs,CO Springs Recruiting,0,natural gas
2015,August,Department of Military and Veteran Affairs,CO Springs Recruiting,0,natural gas
2015,September,Department of Military and Veteran Affairs,CO Springs Recruiting,0,natural gas
2015,October,Department of Military and Veteran Affairs,CO Springs Recruiting,0,natural gas
2015,November,Department of Military and Veteran Affairs,CO Springs Recruiting,0,natural gas
2015,December,Department of Military and Veteran Affairs,CO Springs Recruiting,5,natural gas
2016,January,Department of Military and Veteran Affairs,CO Springs Recruiting,5,natural gas
2016,February,Department of Military and Veteran Affairs,CO Springs Recruiting,0,natural gas
2016,March,Department of Military and Veteran Affairs,CO Springs Recruiting,0,natural gas
2016,April,Department of Military and Veteran Affairs,CO Springs Recruiting,2,natural gas
2016,May,Department of Military and Veteran Affairs,CO Springs Recruiting,1,natural gas
2016,June,Department of Military and Veteran Affairs,CO Springs Recruiting,0,natural gas
2015,July,Department of Military and Veteran Affairs,CSMS,6,natural gas
2015,August,Department of Military and Veteran Affairs,CSMS,9,natural gas
2015,September,Department of Military and Veteran Affairs,CSMS,11,natural gas
2015,October,Department of Military and Veteran Affairs,CSMS,41,natural gas
2015,November,Department of Military and Veteran Affairs,CSMS,262,natural gas
2015,December,Department of Military and Veteran Affairs,CSMS,465,natural gas
2016,January,Department of Military and Veteran Affairs,CSMS,420,natural gas
2016,February,Department of Military and Veteran Affairs,CSMS,388,natural gas
2016,March,Department of Military and Veteran Affairs,CSMS,423,natural gas
2016,April,Department of Military and Veteran Affairs,CSMS,206,natural gas
2016,May,Department of Military and Veteran Affairs,CSMS,110,natural gas
2016,June,Department of Military and Veteran Affairs,CSMS,0,natural gas
2015,July,Department of Military and Veteran Affairs,CSMS Engine Rebuild Shop,0,natural gas
2015,August,Department of Military and Veteran Affairs,CSMS Engine Rebuild Shop,0,natural gas
2015,September,Department of Military and Veteran Affairs,CSMS Engine Rebuild Shop,0,natural gas
2015,October,Department of Military and Veteran Affairs,CSMS Engine Rebuild Shop,7,natural gas
2015,November,Department of Military and Veteran Affairs,CSMS Engine Rebuild Shop,47,natural gas
2015,December,Department of Military and Veteran Affairs,CSMS Engine Rebuild Shop,88,natural gas
2016,January,Department of Military and Veteran Affairs,CSMS Engine Rebuild Shop,64,natural gas
2016,February,Department of Military and Veteran Affairs,CSMS Engine Rebuild Shop,50,natural gas
2016,March,Department of Military and Veteran Affairs,CSMS Engine Rebuild Shop,38,natural gas
2016,April,Department of Military and Veteran Affairs,CSMS Engine Rebuild Shop,23,natural gas
2016,May,Department of Military and Veteran Affairs,CSMS Engine Rebuild Shop,8,natural gas
2016,June,Department of Military and Veteran Affairs,CSMS Engine Rebuild Shop,0,natural gas
2015,July,Department of Military and Veteran Affairs,CSMS Paint Bldg,5,natural gas
2015,August,Department of Military and Veteran Affairs,CSMS Paint Bldg,1,natural gas
2015,September,Department of Military and Veteran Affairs,CSMS Paint Bldg,8,natural gas
2015,October,Department of Military and Veteran Affairs,CSMS Paint Bldg,27,natural gas
2015,November,Department of Military and Veteran Affairs,CSMS Paint Bldg,120,natural gas
2015,December,Department of Military and Veteran Affairs,CSMS Paint Bldg,180,natural gas
2016,January,Department of Military and Veteran Affairs,CSMS Paint Bldg,180,natural gas
2016,February,Department of Military and Veteran Affairs,CSMS Paint Bldg,136,natural gas
2016,March,Department of Military and Veteran Affairs,CSMS Paint Bldg,117,natural gas
2016,April,Department of Military and Veteran Affairs,CSMS Paint Bldg,62,natural gas
2016,May,Department of Military and Veteran Affairs,CSMS Paint Bldg,32,natural gas
2016,June,Department of Military and Veteran Affairs,CSMS Paint Bldg,1,natural gas
2015,July,Department of Military and Veteran Affairs,CSMS Readiness Center,1,natural gas
2015,August,Department of Military and Veteran Affairs,CSMS Readiness Center,1,natural gas
2015,September,Department of Military and Veteran Affairs,CSMS Readiness Center,1,natural gas
2015,October,Department of Military and Veteran Affairs,CSMS Readiness Center,2,natural gas
2015,November,Department of Military and Veteran Affairs,CSMS Readiness Center,18,natural gas
2015,December,Department of Military and Veteran Affairs,CSMS Readiness Center,34,natural gas
2016,January,Department of Military and Veteran Affairs,CSMS Readiness Center,27,natural gas
2016,February,Department of Military and Veteran Affairs,CSMS Readiness Center,21,natural gas
2016,March,Department of Military and Veteran Affairs,CSMS Readiness Center,36,natural gas
2016,April,Department of Military and Veteran Affairs,CSMS Readiness Center,17,natural gas
2016,May,Department of Military and Veteran Affairs,CSMS Readiness Center,9,natural gas
2016,June,Department of Military and Veteran Affairs,CSMS Readiness Center,0,natural gas
2015,July,Department of Military and Veteran Affairs,CST Addition,0,natural gas
2015,August,Department of Military and Veteran Affairs,CST Addition,0,natural gas
2015,September,Department of Military and Veteran Affairs,CST Addition,1,natural gas
2015,October,Department of Military and Veteran Affairs,CST Addition,54,natural gas
2015,November,Department of Military and Veteran Affairs,CST Addition,109,natural gas
2015,December,Department of Military and Veteran Affairs,CST Addition,214,natural gas
2016,January,Department of Military and Veteran Affairs,CST Addition,206,natural gas
2016,February,Department of Military and Veteran Affairs,CST Addition,142,natural gas
2016,March,Department of Military and Veteran Affairs,CST Addition,122,natural gas
2016,April,Department of Military and Veteran Affairs,CST Addition,95,natural gas
2016,May,Department of Military and Veteran Affairs,CST Addition,57,natural gas
2016,June,Department of Military and Veteran Affairs,CST Addition,8,natural gas
2015,July,Department of Military and Veteran Affairs,CTS,110,natural gas
2015,August,Department of Military and Veteran Affairs,CTS,110,natural gas
2015,September,Department of Military and Veteran Affairs,CTS,114,natural gas
2015,October,Department of Military and Veteran Affairs,CTS,161,natural gas
2015,November,Department of Military and Veteran Affairs,CTS,543,natural gas
2016,February,Department of Military and Veteran Affairs,CTS,194,natural gas
2016,March,Department of Military and Veteran Affairs,CTS,279,natural gas
2016,April,Department of Military and Veteran Affairs,CTS,0,natural gas
2016,May,Department of Military and Veteran Affairs,CTS,181,natural gas
2016,June,Department of Military and Veteran Affairs,CTS,129,natural gas
2015,July,Department of Military and Veteran Affairs,Denver FMS #2,6,natural gas
2015,August,Department of Military and Veteran Affairs,Denver FMS #2,4,natural gas
2015,September,Department of Military and Veteran Affairs,Denver FMS #2,5,natural gas
2015,October,Department of Military and Veteran Affairs,Denver FMS #2,4,natural gas
2015,November,Department of Military and Veteran Affairs,Denver FMS #2,12,natural gas
2015,December,Department of Military and Veteran Affairs,Denver FMS #2,25,natural gas
2016,January,Department of Military and Veteran Affairs,Denver FMS #2,45,natural gas
2016,February,Department of Military and Veteran Affairs,Denver FMS #2,33,natural gas
2016,March,Department of Military and Veteran Affairs,Denver FMS #2,27,natural gas
2016,April,Department of Military and Veteran Affairs,Denver FMS #2,19,natural gas
2016,May,Department of Military and Veteran Affairs,Denver FMS #2,12,natural gas
2016,June,Department of Military and Veteran Affairs,Denver FMS #2,4,natural gas
2015,July,Department of Military and Veteran Affairs,Denver Readiness Center,56,natural gas
2015,August,Department of Military and Veteran Affairs,Denver Readiness Center,34,natural gas
2015,September,Department of Military and Veteran Affairs,Denver Readiness Center,47,natural gas
2015,October,Department of Military and Veteran Affairs,Denver Readiness Center,41,natural gas
2015,November,Department of Military and Veteran Affairs,Denver Readiness Center,114,natural gas
2015,December,Department of Military and Veteran Affairs,Denver Readiness Center,236,natural gas
2016,January,Department of Military and Veteran Affairs,Denver Readiness Center,424,natural gas
2016,February,Department of Military and Veteran Affairs,Denver Readiness Center,312,natural gas
2016,March,Department of Military and Veteran Affairs,Denver Readiness Center,251,natural gas
2016,April,Department of Military and Veteran Affairs,Denver Readiness Center,176,natural gas
2016,May,Department of Military and Veteran Affairs,Denver Readiness Center,110,natural gas
2016,June,Department of Military and Veteran Affairs,Denver Readiness Center,42,natural gas
2015,July,Department of Military and Veteran Affairs,Fountain Storefront Lease,0,natural gas
2015,August,Department of Military and Veteran Affairs,Fountain Storefront Lease,0,natural gas
2015,September,Department of Military and Veteran Affairs,Fountain Storefront Lease,0,natural gas
2015,October,Department of Military and Veteran Affairs,Fountain Storefront Lease,0,natural gas
2015,November,Department of Military and Veteran Affairs,Fountain Storefront Lease,0,natural gas
2015,December,Department of Military and Veteran Affairs,Fountain Storefront Lease,0,natural gas
2016,January,Department of Military and Veteran Affairs,Fountain Storefront Lease,0,natural gas
2014,December,Department of Corrections,CC Armory,0,natural gas
2016,February,Department of Military and Veteran Affairs,Fountain Storefront Lease,0,natural gas
2016,March,Department of Military and Veteran Affairs,Fountain Storefront Lease,0,natural gas
2016,April,Department of Military and Veteran Affairs,Fountain Storefront Lease,7,natural gas
2016,May,Department of Military and Veteran Affairs,Fountain Storefront Lease,3,natural gas
2016,June,Department of Military and Veteran Affairs,Fountain Storefront Lease,0,natural gas
2015,July,Department of Military and Veteran Affairs,Ft. Collins Readiness Center,3,natural gas
2015,August,Department of Military and Veteran Affairs,Ft. Collins Readiness Center,4,natural gas
2015,September,Department of Military and Veteran Affairs,Ft. Collins Readiness Center,6,natural gas
2015,October,Department of Military and Veteran Affairs,Ft. Collins Readiness Center,19,natural gas
2015,November,Department of Military and Veteran Affairs,Ft. Collins Readiness Center,78,natural gas
2015,December,Department of Military and Veteran Affairs,Ft. Collins Readiness Center,144,natural gas
2016,January,Department of Military and Veteran Affairs,Ft. Collins Readiness Center,154,natural gas
2016,February,Department of Military and Veteran Affairs,Ft. Collins Readiness Center,104,natural gas
2016,March,Department of Military and Veteran Affairs,Ft. Collins Readiness Center,76,natural gas
2016,April,Department of Military and Veteran Affairs,Ft. Collins Readiness Center,54,natural gas
2016,May,Department of Military and Veteran Affairs,Ft. Collins Readiness Center,25,natural gas
2016,June,Department of Military and Veteran Affairs,Ft. Collins Readiness Center,2,natural gas
2015,July,Department of Military and Veteran Affairs,Ft. Collins Storage,0,natural gas
2015,August,Department of Military and Veteran Affairs,Ft. Collins Storage,0,natural gas
2015,September,Department of Military and Veteran Affairs,Ft. Collins Storage,0,natural gas
2015,October,Department of Military and Veteran Affairs,Ft. Collins Storage,0,natural gas
2015,November,Department of Military and Veteran Affairs,Ft. Collins Storage,0,natural gas
2015,December,Department of Military and Veteran Affairs,Ft. Collins Storage,0,natural gas
2016,January,Department of Military and Veteran Affairs,Ft. Collins Storage,0,natural gas
2016,February,Department of Military and Veteran Affairs,Ft. Collins Storage,0,natural gas
2016,March,Department of Military and Veteran Affairs,Ft. Collins Storage,0,natural gas
2016,April,Department of Military and Veteran Affairs,Ft. Collins Storage,0,natural gas
2016,May,Department of Military and Veteran Affairs,Ft. Collins Storage,0,natural gas
2016,June,Department of Military and Veteran Affairs,Ft. Collins Storage,0,natural gas
2015,July,Department of Military and Veteran Affairs,Ft. Lupton Readiness Center,8,natural gas
2015,August,Department of Military and Veteran Affairs,Ft. Lupton Readiness Center,8,natural gas
2015,September,Department of Military and Veteran Affairs,Ft. Lupton Readiness Center,8,natural gas
2015,October,Department of Military and Veteran Affairs,Ft. Lupton Readiness Center,12,natural gas
2015,November,Department of Military and Veteran Affairs,Ft. Lupton Readiness Center,43,natural gas
2015,December,Department of Military and Veteran Affairs,Ft. Lupton Readiness Center,128,natural gas
2016,January,Department of Military and Veteran Affairs,Ft. Lupton Readiness Center,64,natural gas
2016,February,Department of Military and Veteran Affairs,Ft. Lupton Readiness Center,40,natural gas
2016,March,Department of Military and Veteran Affairs,Ft. Lupton Readiness Center,50,natural gas
2016,April,Department of Military and Veteran Affairs,Ft. Lupton Readiness Center,20,natural gas
2016,May,Department of Military and Veteran Affairs,Ft. Lupton Readiness Center,0,natural gas
2016,June,Department of Military and Veteran Affairs,Ft. Lupton Readiness Center,12,natural gas
2015,July,Department of Military and Veteran Affairs,Golden Central Issue,3,natural gas
2015,August,Department of Military and Veteran Affairs,Golden Central Issue,1,natural gas
2015,September,Department of Military and Veteran Affairs,Golden Central Issue,0,natural gas
2015,October,Department of Military and Veteran Affairs,Golden Central Issue,0,natural gas
2015,November,Department of Military and Veteran Affairs,Golden Central Issue,22,natural gas
2015,December,Department of Military and Veteran Affairs,Golden Central Issue,22,natural gas
2016,January,Department of Military and Veteran Affairs,Golden Central Issue,22,natural gas
2016,February,Department of Military and Veteran Affairs,Golden Central Issue,22,natural gas
2016,March,Department of Military and Veteran Affairs,Golden Central Issue,22,natural gas
2016,April,Department of Military and Veteran Affairs,Golden Central Issue,11,natural gas
2016,May,Department of Military and Veteran Affairs,Golden Central Issue,36,natural gas
2016,June,Department of Military and Veteran Affairs,Golden Central Issue,9,natural gas
2015,July,Department of Military and Veteran Affairs,Golden USPFO Warehouse,1,natural gas
2015,August,Department of Military and Veteran Affairs,Golden USPFO Warehouse,1,natural gas
2015,September,Department of Military and Veteran Affairs,Golden USPFO Warehouse,3,natural gas
2015,October,Department of Military and Veteran Affairs,Golden USPFO Warehouse,8,natural gas
2015,November,Department of Military and Veteran Affairs,Golden USPFO Warehouse,21,natural gas
2015,December,Department of Military and Veteran Affairs,Golden USPFO Warehouse,55,natural gas
2016,January,Department of Military and Veteran Affairs,Golden USPFO Warehouse,85,natural gas
2016,February,Department of Military and Veteran Affairs,Golden USPFO Warehouse,47,natural gas
2016,March,Department of Military and Veteran Affairs,Golden USPFO Warehouse,38,natural gas
2016,April,Department of Military and Veteran Affairs,Golden USPFO Warehouse,32,natural gas
2016,May,Department of Military and Veteran Affairs,Golden USPFO Warehouse,32,natural gas
2016,June,Department of Military and Veteran Affairs,Golden USPFO Warehouse,3,natural gas
2015,July,Department of Military and Veteran Affairs,Grand Junction FMS #3,2,natural gas
2015,August,Department of Military and Veteran Affairs,Grand Junction FMS #3,2,natural gas
2015,September,Department of Military and Veteran Affairs,Grand Junction FMS #3,10,natural gas
2015,October,Department of Military and Veteran Affairs,Grand Junction FMS #3,51,natural gas
2015,November,Department of Military and Veteran Affairs,Grand Junction FMS #3,152,natural gas
2015,December,Department of Military and Veteran Affairs,Grand Junction FMS #3,222,natural gas
2016,January,Department of Military and Veteran Affairs,Grand Junction FMS #3,208,natural gas
2016,February,Department of Military and Veteran Affairs,Grand Junction FMS #3,112,natural gas
2016,March,Department of Military and Veteran Affairs,Grand Junction FMS #3,0,natural gas
2016,April,Department of Military and Veteran Affairs,Grand Junction FMS #3,53,natural gas
2016,May,Department of Military and Veteran Affairs,Grand Junction FMS #3,31,natural gas
